,Year,State,Coal,Geothermal,Hydroelectric,Natural Gas,Nuclear,Other,Other Gases,Petroleum,Solar Thermal/PV,Total,Wind,Biomass
310,1996,CA,2528786,12340104,44751343,64414179,34096860,28279,3216924,2832968,520945,175263204,3078924,5259456
311,1996,CO,32186181,0,1820368,3199664,0,0,0,18155,0,37137360,0,33084
312,1996,CT,3942334,0,625923,1949243,6225233,0,64,5395345,0,20211398,0,2072869
313,1996,DC,0,0,0,0,0,0,0,109809,0,109809,0,0
314,1996,DE,4410764,0,0,2716813,0,0,157795,1569077,0,8854449,0,0
315,1996,FL,70856789,0,215560,39234685,25470291,2044941,29306,23384513,0,167084936,0,5848851
316,1996,GA,64235966,0,4678960,1018978,29925001,0,124,1025888,0,104320041,0,3125022
317,1996,HI,1643103,241985,104032,0,0,0,60365,7963117,0,10627894,22528,592764
318,1996,IA,29342950,0,935333,349467,3923631,0,0,67405,0,34688615,108,69721
319,1996,ID,30062,0,13283248,167850,0,95604,0,1284,0,14089808,0,511760
320,1996,IL,73348075,0,105589,2813768,69774356,0,399493,829763,0,147733029,0,461985
321,1996,IN,105449025,0,448364,1246175,0,0,2053362,601030,0,109902102,0,104146
322,1996,KS,29742722,0,10969,1824103,8204868,0,0,159494,0,39942156,0,0
323,1996,KY,84659818,0,3496989,145980,0,0,0,135437,0,88447496,0,9272
324,1996,LA,18701034,0,963924,36564775,15764823,293542,844588,1703448,0,77739896,0,2903762
325,1996,MA,11580771,0,1188625,11929508,5324341,11,0,6516883,0,37954020,0,2071848
326,1996,MD,27992005,0,2457463,987627,12092768,0,539335,1472027,0,46274617,0,733392
327,1996,ME,509522,0,4157394,3230,5062017,1,5541,1660854,0,14934373,0,3535814
328,1996,MI,67872152,0,1783531,13014616,26829363,15082,238416,832749,0,112518309,0,2752736
329,1996,MN,28422604,0,1187114,786670,12095122,0,0,651744,0,44328439,49938,1135247
330,1996,MO,57418252,0,1313738,428165,8890377,0,0,111207,0,68122528,0,35814
331,1996,MS,12058895,0,0,7175205,9224593,0,0,1194929,0,31277282,0,1623660
332,1996,MT,12462506,0,13794931,55249,0,0,27066,444948,0,26837425,0,52725
333,1996,NC,69331348,0,5952177,470138,33718182,249410,0,547831,0,112197741,0,1588249
334,1996,ND,27603396,0,3150873,351,0,0,43970,102021,0,30908490,0,7879
335,1996,NE,16067002,0,1601919,193867,9456814,0,0,19973,0,27351109,0,11534
336,1996,NH,3309695,0,1919205,2099,9844744,0,0,895744,0,17063649,0,1092162
337,1996,NJ,7831694,0,19033,16534483,11027886,0,163374,1241111,0,37716583,0,1013235
338,1996,NM,26357179,0,211499,3555341,0,0,0,27397,0,30161290,0,9874
339,1996,NV,14656868,1554683,2164467,7083256,0,25154,0,95980,0,25580408,0,0
340,1996,NY,22671789,0,28951250,37449378,35225806,0,105707,9716598,0,135732249,0,2757710
341,1996,OH,128640943,0,397354,410269,13919390,0,176515,303872,0,144437214,0,588871
342,1996,OK,34654531,0,2157775,14671686,0,0,60423,140206,0,51849620,0,244593
343,1996,OR,1745174,0,44906458,3810727,0,0,0,7957,0,51011774,0,541458
344,1996,PA,111199706,0,3012078,3093102,68672038,53468,748213,3591002,0,191872623,0,2425534
345,1996,RI,0,0,10367,7477865,0,0,0,137563,0,7720036,0,94241
346,1996,SC,30863316,0,3041064,196326,43571032,3503,18533,279207,0,78768552,0,1550553
347,1996,SD,2029901,0,7977670,49728,0,0,0,8975,0,10066274,0,0
348,1996,TN,57179604,0,11466983,250002,22924239,127473,14829,260081,0,92122368,0,577624
349,1996,TX,135849108,0,959842,148033016,35766550,572508,4408854,1911860,260,328948933,82572,1364363
350,1996,UT,31100841,191912,1048957,323914,0,0,238817,47420,0,32951861,0,0
351,1996,VA,32481847,0,1428502,3932747,26286283,0,69,1275247,0,66895127,0,2320035
352,1996,VT,0,0,1231384,97,3798790,0,0,3757,0,5350119,0,316091
353,1996,WA,8067127,0,98517855,4707267,5588000,1952,300221,187236,0,118658132,0,1288474
354,1996,WI,39269804,0,2696014,841862,10121355,445,0,363767,0,54417737,0,1124490
355,1996,WV,85219006,0,1425035,181099,0,216,187422,231610,0,87244388,0,0
356,1996,WY,39730220,0,1231797,377937,0,59691,9430,62921,0,41471996,0,0
357,1997,AK,442702,0,1098953,3707734,0,0,0,857889,0,6154847,0,47569
358,1997,AL,72103318,0,11520637,2109618,29572670,370388,283878,237415,0,119542332,0,3344408
359,1997,AR,22810370,0,3515704,2998984,14208157,0,265,73903,0,45193600,0,1586217
360,1997,AZ,34478848,0,12049393,2483810,29314200,0,0,65681,0,78825200,0,81170
361,1997,CA,2331970,12716193,41054546,71002064,30512118,21680,2984277,2092192,510956,172797595,3136878,5420817
362,1997,CO,32253020,0,2031811,3272172,0,0,0,15485,0,37642561,0,32558
363,1997,CT,4159144,0,446695,2595364,-124722,0,51,8508709,0,17674298,0,2096499
364,1997,DC,0,0,0,0,0,0,0,70661,0,70661,0,0
365,1997,DE,4000584,0,0,1828758,0,0,177792,1215501,0,7222635,0,0
366,1997,FL,70934505,0,241280,39875684,22967743,2058826,56209,26159721,0,168246993,0,5953025
367,1997,GA,67175571,0,4279689,1216108,30414494,4194,0,931168,0,107625958,0,3415215
368,1997,HI,1574731,245390,115330,0,0,0,65383,7689140,0,10312247,16031,606242
369,1997,IA,29833225,0,804944,437691,4149111,0,0,90192,0,35418940,118,103659
370,1997,ID,27462,0,14675627,312988,0,89950,0,11746,0,15589010,0,471237
371,1997,IL,78121267,0,97174,4282604,51068818,0,361119,527922,0,135140769,0,681865
372,1997,IN,110051663,0,561593,1233101,0,0,1995347,763147,0,114728907,0,124056
373,1997,KS,27235875,0,13881,2126511,8430455,0,0,110763,0,37917485,0,0
374,1997,KY,87875331,0,3380233,176857,0,0,0,125625,0,91572095,0,14049
375,1997,LA,21007121,0,1035961,40576562,13511008,177798,1088279,2286144,0,82821643,0,3138770
376,1997,MA,12526456,0,1031687,13626170,4310431,0,0,11812417,0,44965328,0,2146345
377,1997,MD,27620925,0,1588375,1412585,13212967,0,564036,1565010,0,46707396,0,743498
378,1997,ME,612223,0,3647931,3446,0,0,5073,2485207,0,10333406,0,3579526
379,1997,MI,67444850,0,1712464,13388312,21913808,18122,959,757653,0,106970759,0,2668976
380,1997,MN,28601705,0,1034697,772764,10819172,0,0,837387,0,43240295,53954,1120616
381,1997,MO,60150280,0,1593309,598410,8954604,0,0,139522,0,71374185,0,53044
382,1997,MS,12546534,0,0,6054127,10812562,0,0,2644220,0,33678952,0,1621509
383,1997,MT,14616020,0,13406494,48610,0,0,30861,436632,0,28586946,0,48329
384,1997,NC,74072041,0,5625884,699936,32453074,236051,0,496509,0,115494689,0,1657389
385,1997,ND,26389952,0,3319577,391,0,0,44317,94227,0,29852603,0,4139
386,1997,NE,17248637,0,1672419,211301,9268857,0,0,31059,0,28449267,0,16994
387,1997,NH,4077225,0,1621591,46894,7979448,0,0,1069822,0,15880223,0,1085243
388,1997,NJ,8898206,0,18371,16987930,13908074,0,131982,768045,0,41756261,0,1173176
389,1997,NM,27078660,0,258810,4095677,0,0,0,22998,0,31462357,0,6212
390,1997,NV,15250606,1596001,2586974,7557814,0,8182,0,31945,0,27031522,0,0
391,1997,NY,24058794,0,30617995,46280916,29569618,0,107411,8588376,0,140831648,0,2701691
392,1997,OH,125435419,0,507368,468934,15330830,0,189767,293908,0,142811248,0,585022
393,1997,OK,36032829,0,2921206,13682329,0,0,66790,26792,0,52863977,0,231139
394,1997,OR,1519667,0,46703700,3597469,0,0,0,13377,0,52412854,0,578641
395,1997,PA,115504502,0,2249115,2654904,67654588,28955,756189,2705109,0,193463198,0,2540880
396,1997,RI,0,0,7509,7508404,0,0,0,89050,0,7709553,0,104590
397,1997,SC,31574374,0,2958153,290711,44915514,5045,1141,364005,0,80828058,0,1574159
398,1997,SD,3314068,0,9012260,116637,0,0,0,6536,0,12449501,0,0
399,1997,TN,60517697,0,11037998,356587,24647994,115440,17555,197610,0,96814073,0,595286
400,1997,TX,138491102,0,1790750,151504768,37357647,404237,3705248,1523836,212,336319510,81054,1460656
401,1997,UT,32544003,168518,1344161,327566,0,0,281017,46947,0,34712212,0,0
402,1997,VA,34159931,0,1020276,1880049,27084059,0,66,2770044,0,68515334,0,2464700
403,1997,VT,0,0,1067442,93,4266866,0,0,11206,0,5680538,0,334931
404,1997,WA,6990519,0,104170551,2961661,6244135,0,290495,228589,0,122126167,0,1240217
405,1997,WI,41976485,0,2483293,1424354,3915871,0,0,410749,0,51414008,0,1203256
406,1997,WV,89845529,0,1138769,216746,0,231,138004,189598,0,91528877,0,0
407,1997,WY,39499793,0,1380713,385562,0,72889,7124,63481,0,41409562,0,0
408,1998,AK,524613,0,1113332,3352895,0,0,0,836467,0,5828845,0,1538
409,1998,AL,71940036,0,10564857,3751698,28662513,1227,268002,453674,0,119862125,0,4220118
410,1998,AR,23180204,0,3116743,4507079,13097252,0,185,165349,0,45665301,0,1598489
411,1998,AZ,36563427,0,10970189,3928204,30301045,0,0,63216,0,82095072,0,0
412,1998,CA,2159070,12839684,49548200,75131992,34594206,20225,3076556,2213072,502339,189600706,2757869,5548692
413,1998,CO,33357849,0,1461961,3936314,0,0,0,49190,0,38881563,0,30719
414,1998,CT,3016247,0,448285,2257468,3243003,0,239,8665082,0,19691492,0,2061079
415,1998,DC,0,0,0,0,0,0,0,243975,0,243975,0,0
416,1998,DE,3906177,0,0,1276972,0,4161,187641,1523634,0,6898585,0,0
417,1998,FL,70279444,0,198505,38923191,31115419,2043149,80305,41521651,0,189628996,0,5467332
418,1998,GA,70878052,0,5234521,3293140,31380401,6681,0,1571191,0,115323706,0,3132418
419,1998,HI,1434868,237083,121273,0,0,0,60443,7851068,0,10228082,19281,504066
420,1998,IA,32999971,0,912915,560892,3767513,0,0,116543,0,38448789,89,90866
421,1998,ID,48120,0,12935550,337152,0,83514,0,625,0,13908673,0,503712
422,1998,IL,75355161,0,137713,5524342,55595668,19310,342824,862421,0,138464562,0,627123
423,1998,IN,111818095,0,478668,2077154,0,0,1896396,1077101,0,117471525,0,124111
424,1998,KS,28023687,0,11425,3016797,10410718,0,0,122601,0,41585228,0,0
425,1998,KY,86838802,0,3116018,497608,0,0,0,464948,0,90933028,0,15652
426,1998,LA,20781530,0,1062824,44975196,16427501,318093,918066,2293520,0,89648611,0,2871881
427,1998,MA,11199758,0,1029741,11621828,5698414,0,0,14534366,0,45683616,0,2055094
428,1998,MD,29294727,0,1739737,1990596,13330598,0,82316,3454350,0,50653017,0,760693
429,1998,ME,588362,0,3715966,3369,0,0,4943,3145163,0,11003317,0,3545514
430,1998,MI,70472657,0,1397118,13085180,12494153,19628,5294,1171661,0,100477394,0,2762052
431,1998,MN,31806877,0,954643,1596032,11644106,0,0,667271,0,48017905,146852,1202124
432,1998,MO,62726176,0,2346585,1264810,8516773,0,0,321821,0,75187346,0,88884
433,1998,MS,11779543,0,0,6576972,9190528,0,0,5425222,0,34409056,0,1436791
434,1998,MT,16784786,0,11117940,55776,0,0,31136,426731,0,28460518,0,44149
435,1998,NC,72949463,0,5738207,1284357,38778211,249356,0,691314,0,121378824,0,1622244
436,1998,ND,28256860,0,2295948,729,0,0,52366,64524,0,30671951,0,1524
437,1998,NE,18380471,0,1682834,414483,8258803,0,0,42607,0,28796791,0,17593
438,1998,NH,3513065,0,1596748,23309,8387023,0,0,1453854,0,16088853,0,1114854
439,1998,NJ,7645226,0,20670,16480826,27132139,25187,659128,729873,0,53857633,0,1310817
440,1998,NM,27537426,0,236412,4513549,0,0,0,27476,0,32324069,0,9206
441,1998,NV,17161341,1537094,3166325,8690829,0,6399,0,51532,0,30613520,0,0
442,1998,NY,25264780,0,29315778,42471599,31313708,0,88313,14900782,0,144863248,0,2665969
443,1998,OH,129223181,0,406427,677578,16475732,0,185762,370838,0,147940057,0,600539
444,1998,OK,34224030,0,3508748,18301418,0,0,49819,13892,0,56229243,0,220071
445,1998,OR,3374622,0,39902167,7250065,0,0,0,33632,0,51148484,19523,568475
446,1998,PA,116387155,0,2381352,3890017,61149224,40772,630761,4506729,0,191191518,0,2665241
447,1998,RI,0,0,8676,7476374,0,0,0,78306,0,7674511,0,111155
448,1998,SC,32969699,0,3569417,877465,48759447,4446,92,451663,0,87246561,0,1604202
449,1998,SD,3094113,0,5757600,210726,0,0,0,26551,0,9088990,0,0
450,1998,TN,56832939,0,10806028,857863,28387543,96856,15845,706174,0,97728457,0,647545
451,1998,TX,135426025,0,1424821,172143924,38685129,553334,4077715,1580092,134,355320164,80036,1348954
452,1998,UT,33587674,160057,1314711,528257,0,0,284783,34948,0,35910430,0,0
453,1998,VA,34875765,0,1283295,4236745,27234399,0,58,2926054,0,72199439,0,2598563
454,1998,VT,0,0,1194049,827,3357696,0,0,42295,0,4946297,0,351430
455,1998,WA,9312205,0,79814652,4346349,6916065,1541,348881,87043,0,102158508,0,1331772
456,1998,WI,41023993,0,1747424,2484275,9397174,0,0,491495,0,56447431,0,1303070
457,1998,WV,91213355,0,1086344,184473,0,215,136854,200945,0,92822186,0,0
458,1998,WY,43504063,0,1342322,368414,0,77316,7505,45631,0,45347296,2045,0
459,1999,AK,523369,0,816608,3588075,0,0,0,874256,0,5802308,0,0
460,1999,AL,73754727,0,7759602,3348545,30892394,827,288151,316313,0,120657508,0,4296949
461,1999,AR,24668807,0,2694334,4542596,12919550,2781,147,159965,0,46553939,0,1565759
462,1999,AZ,38305165,0,9758817,5034445,30415572,0,0,50355,0,83893173,0,4784
463,1999,CA,2296082,13045715,40736667,85098862,33371857,23427,2417613,2137916,494996,188319223,3229953,5852349
464,1999,CO,32877064,0,1562485,4967383,0,0,0,46235,0,39521288,0,31772
465,1999,CT,1486067,0,421962,3601593,12675262,0,34831,8268315,0,28596898,0,2105977
466,1999,DC,0,0,0,0,0,0,0,230003,0,230003,0,0
467,1999,DE,2834711,0,0,2242791,0,0,169685,1604551,0,6851738,0,0
468,1999,FL,67629927,0,140175,43166956,31526285,2038076,26619,37130630,0,187263426,0,5604758
469,1999,GA,75144659,0,2751174,3228769,31478122,9069,0,1562467,0,117338745,0,3212571
470,1999,HI,1440245,210857,114902,0,0,0,49511,7995322,0,10403926,16494,576595
471,1999,IA,33154236,0,945622,507375,3640258,0,0,136453,0,38801481,326354,91183
472,1999,ID,51887,0,13499151,331610,0,81071,0,244,0,14436648,0,472685
473,1999,IL,75089527,0,142094,4996528,81743889,20883,321263,400486,0,163410520,0,695850
474,1999,IN,115209205,0,406974,2109121,0,23876,2968890,920457,0,121764501,0,125978
475,1999,KS,29649100,0,12367,2940799,9156619,0,0,311345,0,42070230,0,0
476,1999,KY,89522933,0,2556572,462510,0,0,0,127484,0,92681908,0,12409
477,1999,LA,21182104,0,801826,47998719,13111604,403454,1651269,1932461,0,89941753,0,2860316
478,1999,MA,11169847,0,974568,11104399,4518426,0,0,11241950,0,40575392,0,2035569
479,1999,MD,29687655,0,1424197,2125193,13312335,0,59891,4290788,0,51685621,0,785562
480,1999,ME,494407,0,3755956,80735,0,0,4517,4711421,0,12673929,0,3626893
481,1999,MI,70404994,0,1458333,13513755,14590711,17,153,1484354,0,103239715,0,2719872
482,1999,MN,30188125,0,1178933,1427272,13315562,0,0,700147,0,48519379,485692,1223648
483,1999,MO,61507298,0,1853065,1626808,8586646,0,0,293172,0,73815710,0,61467
484,1999,MS,13042293,0,0,8792443,8428216,0,0,3145053,0,34844972,0,1436967
485,1999,MT,16993155,0,13822062,36606,0,0,30606,486959,0,31419334,0,49946
486,1999,NC,72255506,0,3684186,1166663,37523504,252784,0,662070,0,117357615,0,1637505
487,1999,ND,28693034,0,2609159,1604,0,0,53121,54921,0,31417403,0,5564
488,1999,NE,17837176,0,1719030,362628,10091092,0,0,29623,0,30055751,0,16202
489,1999,NH,3328263,0,1411282,74455,8676237,0,0,1572013,0,16189247,0,1126997
490,1999,NJ,8064392,0,17303,17099236,28970893,27640,611649,792470,0,56803421,0,1365251
491,1999,NM,28067704,0,242710,4156548,0,0,0,43881,0,32521856,0,11013
492,1999,NV,16907530,1414912,2827671,9346541,0,0,0,35477,0,30532131,0,0
493,1999,NY,23365942,0,24752318,45999188,37018540,0,111954,13304192,0,146280866,0,2837807
494,1999,OH,123320141,0,423031,886446,16422010,0,156424,483998,0,142330431,0,638381
495,1999,OK,33710011,0,3175399,17852306,0,0,55265,16625,0,54865359,0,162127
496,1999,OR,3722644,0,45639050,6880440,0,0,0,8029,0,56848347,84792,513392
497,1999,PA,111214374,0,1946598,3802013,71127449,57657,575293,3496238,0,194528045,0,2758035
498,1999,RI,0,0,6050,6184600,0,0,0,72039,0,6376881,0,114192
499,1999,SC,35804943,0,1687351,1046550,50813559,0,54609,386565,0,90233508,0,1436708
500,1999,SD,3674400,0,6677303,181205,0,0,0,24119,0,10557027,0,0
501,1999,TN,56878038,0,7801957,693206,27227225,112832,14451,515575,0,93320137,0,728529
502,1999,TX,140864899,0,1120206,172060773,36759899,895076,3971925,1750919,86,358944744,319960,1201001
503,1999,UT,34533781,155530,1255142,610057,0,0,191285,30664,0,36784628,0,8169
504,1999,VA,35444523,0,681687,4639481,28300643,0,0,3362738,0,73897611,0,2696296
505,1999,VT,0,0,1195696,18291,4059107,0,0,24978,0,5703593,13604,391917
506,1999,WA,8692479,0,96989382,3707237,6085893,44,221354,51495,0,117084018,0,1336134
507,1999,WI,41131554,0,1984594,2208680,11494764,0,0,541422,0,58538854,0,1177840
508,1999,WV,93329226,0,930255,164472,0,195,75458,192990,0,94692596,0,0
509,1999,WY,41939072,0,1170225,379624,0,74065,9656,48699,0,43632491,11150,0
510,2000,AK,538673,0,1001819,3975832,0,0,0,640201,0,6156525,0,0
511,2000,AL,77517714,0,5817631,5028211,31368563,758,230143,366155,0,124405340,0,4076165
512,2000,AR,24167699,0,2370483,3862509,11651772,7539,0,221728,0,43875766,0,1594036
513,2000,AZ,40993129,0,8354216,8734799,30380571,0,0,190323,0,88946577,0,4583
514,2000,CA,2363607,12308471,38333786,103218973,35175505,22040,2687177,2839794,493334,208082483,3518023,6183833
515,2000,CO,35381219,0,1454415,7157438,0,0,0,109385,0,44165546,0,17914
516,2000,CT,3186096,0,526312,4062029,16365334,0,0,6679032,0,32967570,0,2153135
517,2000,DC,0,0,0,0,0,0,0,144374,0,144374,0,0
518,2000,DE,4112296,0,0,840508,0,0,166769,849040,0,5987451,0,18838
519,2000,FL,72741829,0,86769,43202867,32291345,2036183,23471,35743030,0,191815840,0,5690346
520,2000,GA,80100450,0,2480797,4251077,32472935,1530,0,1620653,0,123877413,0,3104799
521,2000,HI,1578585,262053,103458,0,0,0,42173,8051782,0,10593403,17003,538349
522,2000,IA,35067093,0,904010,433764,4452884,0,0,101877,0,41542010,493820,88562
523,2000,ID,70675,0,10966695,299053,0,83813,0,6948,0,11910442,0,483258
524,2000,IL,82322832,0,143828,4665563,89438049,0,384398,633020,0,178496081,0,908391
525,2000,IN,121477884,0,588276,2054616,0,0,2599337,969521,0,127819516,0,129882
526,2000,KS,32507051,0,15332,2811316,9060834,0,0,421372,0,44815905,0,0
527,2000,KY,90063054,0,2324568,461365,0,0,110,144693,0,93006083,0,12293
528,2000,LA,23488864,0,532290,46129243,15795739,452055,1598632,2076360,0,92865635,0,2792452
529,2000,MA,11154272,0,1065159,10707072,5512255,0,0,8762669,0,38697881,0,2196818
530,2000,MD,29451065,0,1732619,2852876,13827243,0,74572,2388595,0,51145380,0,818410
531,2000,ME,649748,0,3590815,3044440,0,143747,0,2797329,0,14047947,0,3821868
532,2000,MI,68266999,0,1427679,12607264,18882432,61,0,1189263,0,104209594,0,2889594
533,2000,MN,33748088,0,931383,1265021,12959976,0,0,474777,0,51423339,724524,1319570
534,2000,MO,62903557,0,599920,2955141,9991845,0,0,252718,0,76593939,0,82853
535,2000,MS,13877065,0,0,8381109,10694555,0,0,2981530,0,37614563,0,1680304
536,2000,MT,16200839,0,9623257,26607,0,0,34311,519891,0,26451828,0,46923
537,2000,NC,75945463,0,3137816,1130253,39126881,226443,0,825831,0,122274356,0,1773567
538,2000,ND,29069203,0,2122561,2087,0,0,48413,60957,0,31311196,0,7975
539,2000,NE,18457933,0,1500724,451354,8628679,0,0,54659,0,29109863,0,16514
540,2000,NH,3965476,0,1427214,138943,7921880,0,0,471328,0,15031499,0,1106658
541,2000,NJ,10090115,0,14036,16509249,28578119,0,584734,1085276,0,58085215,0,1364314
542,2000,NM,29065954,0,221152,4638339,0,0,0,88111,0,34022020,0,8464
543,2000,NV,18931521,1370791,2429468,12667189,0,21152,0,64794,0,35484915,0,0
544,2000,NY,25009581,0,24909572,39728709,31507988,0,86201,14945179,0,138079075,10345,2871937
545,2000,OH,129578544,0,583048,825154,16781378,0,290353,354412,0,149060280,0,647391
546,2000,OK,35658012,0,2276933,17502576,0,0,60616,52920,0,55571957,0,148187
547,2000,OR,3802760,0,38115630,9100017,0,0,0,68212,0,51789975,66699,636657
548,2000,PA,116212561,0,2290232,2699072,73771347,48751,597995,3748155,0,201687980,9813,2720650
549,2000,RI,0,0,4867,5791814,0,0,0,59625,0,5971545,0,115239
550,2000,SC,39208376,0,1533490,932902,50887700,0,888,445157,0,93346240,0,1419733
551,2000,SD,3670576,0,5715508,259039,0,0,0,52214,0,9697337,0,0
552,2000,TN,62219510,0,6396209,648771,25824858,105035,13833,562170,0,95838584,0,799649
553,2000,TX,140671964,0,828963,188733295,37555807,1568040,3798047,2815642,41,377742365,492146,1278420
554,2000,UT,34491424,151843,746125,890228,0,0,257857,57971,0,36609074,0,9110
555,2000,VA,39761316,0,711983,4653327,28321091,0,0,2938544,0,77189370,0,2144100
556,2000,VT,0,0,1221090,90790,4548065,0,22417,60880,0,6303014,12249,347523
557,2000,WA,9444564,0,80262889,7700226,8605232,0,247892,484512,0,108236880,0,1491565
558,2000,WI,42302943,0,1985634,2237475,11512078,0,0,447437,0,59644417,2728,1150922
559,2000,WV,91202309,0,1150903,139519,0,196,95064,262753,0,92865176,0,14432
560,2000,WY,43574108,0,1011035,539136,0,76571,9353,38166,0,45494280,245911,0
561,2001,AK,564593,0,1345665,3895569,0,0,0,936989,0,6743766,950,0
562,2001,AL,72198114,0,8356382,9612682,30357063,7812,189147,434549,0,125345113,0,4189364
563,2001,AR,24764471,0,2548250,2706900,14780789,235,0,879393,0,47192035,0,1511997
564,2001,AZ,40061494,0,7623565,12872200,28724076,0,0,314206,489,89911272,0,38948
565,2001,CA,2232851,12181294,25541776,111932271,33219520,204338,1130499,3054893,542271,198596075,3499738,5406313
566,2001,CO,35951028,0,1494697,9391787,0,0,0,176229,0,46876002,48640,64203
567,2001,CT,3735782,0,286373,4088228,15427767,869139,1498,5172935,0,30490646,0,908924
568,2001,DC,0,0,0,0,0,0,0,123239,0,123239,0,0
569,2001,DE,3368507,0,0,1575486,0,0,157062,1706629,0,6807684,0,0
570,2001,FL,68227738,0,147718,43569805,31583404,3046349,634,40579939,0,190945344,0,3789757
571,2001,GA,74561181,0,2596427,3865873,33681769,7956,0,1170539,0,118316789,0,3002754
572,2001,HI,1604764,206592,100750,0,0,169478,37855,8223824,0,10633093,2122,287708
573,2001,IA,34665095,0,845154,592852,3852722,8449,0,102628,0,40658512,487864,103748
574,2001,ID,72284,0,7223126,1405286,0,109187,0,3723,0,9346941,0,533335
575,2001,IL,79550637,0,144027,4606293,92358477,49501,355776,1506005,0,179249285,0,678569
576,2001,IN,116066512,0,570692,2331660,0,15938,2978809,491482,0,122569673,0,114580
577,2001,KS,31768001,0,25562,1951300,10346651,0,0,617177,0,44748523,39832,0
578,2001,KY,90798578,0,3855508,630427,0,0,0,123560,0,95417626,0,9553
579,2001,LA,21968146,0,732217,40372754,17336135,890353,440544,3449939,0,87894377,0,2704289
580,2001,MA,11051333,0,702505,11697004,5144033,770549,0,8511572,0,38478434,0,1312787
581,2001,MD,28379409,0,1183518,1760812,13656267,247700,439980,3021639,0,49062340,0,373015
582,2001,ME,528412,0,2645123,10052949,0,411090,0,2101522,0,19564821,0,3825725
583,2001,MI,68263164,0,1561923,13173511,26710782,145903,5614,749887,0,111845610,280,2361383
584,2001,MN,31819163,0,831618,1199577,11789027,281672,0,625056,0,48523226,897018,1080095
585,2001,MO,65748683,0,1104135,3873562,8384240,53630,0,637685,0,79544873,0,8798
586,2001,MS,19196065,0,0,17750552,9923882,146,0,5143690,0,53446452,0,1432117
587,2001,MT,17035883,0,6613474,20089,0,0,0,497614,0,24232485,0,65425
588,2001,NC,72957767,0,2595705,1534355,37775025,224973,991,655744,0,117495850,0,1751290
589,2001,ND,28877175,0,1332076,2536,0,0,64734,47886,0,30332072,0,7665
590,2001,NE,20238706,0,1124122,348731,8726113,58,0,28189,0,30485212,2630,16663
591,2001,NH,3706399,0,990579,118526,8692743,59079,0,481677,0,15074624,0,1025621
592,2001,NJ,9319040,0,18002,16708201,30469230,459385,448885,1296625,0,59421260,0,843632
593,2001,NM,28402187,0,237320,4887272,0,0,0,66212,0,33611643,0,18652
594,2001,NV,17736970,1199873,2513722,11513773,0,0,0,911628,0,33875966,0,0
595,2001,NY,23431922,0,23083955,38697215,40394985,809300,114537,16512093,0,143914559,20539,1780533
596,2001,OH,124213236,0,510785,924416,15463762,0,301949,416698,0,142261807,0,430961
597,2001,OK,34615768,0,2344690,17943808,0,0,67792,175175,0,55249450,0,230696
598,2001,OR,4445053,0,28644552,10982965,0,37585,0,102223,0,45051906,88587,750941
599,2001,PA,111900448,0,1650004,3036297,73730797,802575,613137,3562587,0,196576591,11175,1885021
600,2001,RI,0,0,3143,7325130,0,0,0,70003,0,7501892,0,103616
601,2001,SC,36699004,0,1225443,1176114,49869998,21693,198,308105,0,89158987,0,894154
602,2001,SD,3611680,0,3431865,304803,0,0,0,51524,0,7400743,871,0
603,2001,TN,59730032,0,6946529,455503,28576431,6620,18496,400064,0,96221976,0,822025
604,2001,TX,135099921,0,1200332,190110981,38162863,1447232,1574325,2803403,-5,372580002,1187510,993440
605,2001,UT,33679308,152742,508405,1446077,0,4146,0,57576,0,35853750,0,5496
606,2001,VA,37769911,0,1014224,4196071,25759130,396806,0,5461613,0,74104750,0,1747072
607,2001,VT,0,0,884213,11000,4171120,0,0,31740,0,5480614,12133,370408
608,2001,WA,9082358,0,54733895,9374245,8250429,66052,0,320359,0,83048669,0,1221331
609,2001,WI,41253456,0,2056244,2233965,11507078,162695,0,447783,0,58763431,72284,1029926
610,2001,WV,80214404,0,951943,275865,0,10810,89500,278676,0,81836725,0,15527
611,2001,WY,42789310,0,879111,591842,0,107909,7511,36096,0,44776938,365159,0
612,2002,AK,575288,0,1439351,3778162,0,0,0,962369,0,6767325,0,12155
613,2002,AL,72041664,0,8824787,15904065,31856926,122745,112541,312048,0,132920670,0,3745894
614,2002,AR,23098370,0,3435829,4602958,14558884,170631,0,159706,0,47611645,0,1585266
615,2002,AZ,38226631,0,7427180,17293015,30861911,87714,0,57446,459,94131666,0,53346
616,2002,CA,2327809,13073615,31140628,89624044,34352340,398108,1240053,1961066,554372,184210031,3802645,5976348
617,2002,CO,35388251,0,1209007,9028490,0,0,2884,23180,0,45600388,139006,29834
618,2002,CT,3227202,0,335088,8868470,14918272,804322,8834,2337885,0,31311219,0,821346
619,2002,DC,0,0,0,0,0,0,0,261980,0,261980,0,0
620,2002,DE,3463565,0,0,1442883,0,0,146346,949695,0,6002489,0,0
621,2002,FL,65926393,0,184114,63164035,33704230,2939793,13079,33681351,0,203352775,0,3739780
622,2002,GA,78828124,0,2715722,6889150,31107735,33652,0,1204565,0,126512215,0,6381435
623,2002,HI,1545797,72761,95068,0,0,143481,40816,9466990,0,11663070,1614,296543
624,2002,IA,35372058,0,946383,554719,4573958,234,0,63864,0,42528384,918835,98333
625,2002,ID,90673,0,8769321,328988,0,89583,0,65,0,9786933,0,508303
